Count,Values,Labels,Misc,CPU-usage,Values-2,Units
0.103452167,144232146,branches,3112835,3.1,1424.202,M/sec
0.103452167,20778,branch-misses,7106298,7.05,0.01,of all branches
0.103452167,9962757,bus-cycles,11101180,11.01,98.376,M/sec
0.103452167,621,cache-misses,15093911,14.98,23.363,of all cache refs
0.103452167,2658,cache-references,15998472,15.88,0.026,M/sec
0.103452167,260953070,cycles,15997669,15.88,2.577,GHz
0.103452167,752876545,instructions,19997783,19.75,2.89,insn per cycle
0.103452167,262242625,ref-cycles,23996463,23.7,2589.481,M/sec
0.103452167,0,alignment-faults,101278199,100,0,K/sec
0.103452167,0,bpf-output,101277291,100,0,K/sec
0.103452167,0,context-switches,101276204,100,0,K/sec
0.103452167,101.274914,cpu-clock,101274934,100,,
0.103452167,0,cpu-migrations,101277116,100,0,K/sec
0.103452167,0,dummy,101275980,100,0,K/sec
0.103452167,0,emulation-faults,101274658,100,0,K/sec
0.103452167,0,major-faults,101273571,100,0,K/sec
0.103452167,0,minor-faults,101272284,100,0,K/sec
0.103452167,0,page-faults,101271026,100,0,K/sec
0.103452167,101.26966,task-clock,101269606,100,,
0.103452167,11778,L1-dcache-load-misses,23997474,23.7,0.01,of all L1-dcache hits
0.103452167,232446624,L1-dcache-loads,15998013,15.8,2295.264,M/sec
0.103452167,122087735,L1-dcache-stores,8000884,7.86,1205.539,M/sec
0.103452167,1462,L1-icache-load-misses,8000218,7.86,,
0.103452167,0,LLC-load-misses,7997227,7.86,0,of all LL-cache hits
0.103452167,348,LLC-loads,11998403,11.8,0.003,M/sec
0.103452167,141,LLC-store-misses,8002123,7.83,0.001,M/sec
0.103452167,345,LLC-stores,8002326,7.83,0.003,M/sec
0.103452167,18208,branch-load-misses,12001523,11.74,0.18,M/sec
0.103452167,153254966,branch-loads,15999220,15.65,1513.296,M/sec
0.103452167,19,dTLB-load-misses,15997541,15.65,0,of all dTLB cache hits
0.103452167,234540397,dTLB-loads,8001585,7.83,2315.939,M/sec
0.103452167,0,dTLB-store-misses,7999623,7.79,0,K/sec
0.103452167,123287796,dTLB-stores,7997615,7.79,1217.389,M/sec
0.103452167,0,iTLB-load-misses,8000267,7.79,0,of all iTLB cache hits
0.103452167,0,iTLB-loads,7999529,7.79,0,K/sec
0.103452167,0,node-load-misses,11999449,11.63,0,K/sec
0.103452167,329,node-loads,16002074,15.51,0.003,M/sec
0.103452167,0,node-store-misses,4291380,4.16,0,K/sec
0.103452167,0,node-stores,290873,0.28,0,K/sec
0.203699013,154673626,branches,7556928,7.42,1519.573,M/sec
0.203699013,18302,branch-misses,11552028,11.35,0.01,of all branches
0.203699013,10239904,bus-cycles,13550644,13.31,100.601,M/sec
0.203699013,173,cache-misses,15547784,15.27,11.393,of all cache refs
0.203699013,379,cache-references,15998022,15.72,0.004,M/sec
0.203699013,266222786,cycles,15999236,15.72,2.615,GHz
0.203699013,761246902,instructions,19999292,19.65,2.89,insn per cycle
0.203699013,264973119,ref-cycles,23998767,23.58,2603.197,M/sec
0.203699013,0,alignment-faults,101791833,100,0,K/sec
0.203699013,0,bpf-output,101791292,100,0,K/sec
0.203699013,0,context-switches,101790694,100,0,K/sec
0.203699013,102.304798,cpu-clock,101790017,100,,
0.203699013,0,cpu-migrations,101789304,100,0,K/sec
0.203699013,0,dummy,101788745,100,0,K/sec
0.203699013,0,emulation-faults,101788016,100,0,K/sec
0.203699013,0,major-faults,101787314,100,0,K/sec
0.203699013,0,minor-faults,101786641,100,0,K/sec
0.203699013,0,page-faults,101785962,100,0,K/sec
0.203699013,102.300886,task-clock,101785250,100,,
0.203699013,10946,L1-dcache-load-misses,23998712,23.58,0,of all L1-dcache hits
0.203699013,234919250,L1-dcache-loads,15999002,15.72,2307.937,M/sec
0.203699013,122177357,L1-dcache-stores,7999852,7.86,1200.317,M/sec
0.203699013,1387,L1-icache-load-misses,7999371,7.86,,
0.203699013,0,LLC-load-misses,7998979,7.86,0,of all LL-cache hits
0.203699013,127,LLC-loads,11998755,11.79,0.001,M/sec
0.203699013,0,LLC-store-misses,8000224,7.86,0,K/sec
0.203699013,0,LLC-stores,8001268,7.86,0,K/sec
0.203699013,17961,branch-load-misses,12000691,11.79,0.176,M/sec
0.203699013,151995615,branch-loads,15999526,15.73,1493.263,M/sec
0.203699013,0,dTLB-load-misses,15998937,15.73,0,of all dTLB cache hits
0.203699013,232535145,dTLB-loads,8000754,7.86,2284.514,M/sec
0.203699013,0,dTLB-store-misses,7999520,7.86,0,K/sec
0.203699013,120901964,dTLB-stores,7998917,7.86,1187.787,M/sec
0.203699013,0,iTLB-load-misses,8000102,7.86,0,of all iTLB cache hits
0.203699013,0,iTLB-loads,6266815,6.16,0,K/sec
0.203699013,22,node-load-misses,8267817,8.13,0.216,K/sec
0.203699013,0,node-loads,10270190,10.1,0,K/sec
0.203699013,0,node-store-misses,4000655,3.93,0,K/sec
0.203699013,208,node-stores,3998637,3.93,0.002,M/sec
0.303905254,150401011,branches,9037910,8.92,1485.286,M/sec
0.303905254,17855,branch-misses,13034759,12.87,0.01,of all branches
0.303905254,9984117,bus-cycles,14367109,14.19,98.598,M/sec
0.303905254,6,cache-misses,15698333,15.5,0.528,of all cache refs
0.303905254,370,cache-references,15998597,15.8,0.004,M/sec
0.303905254,259528579,cycles,15999407,15.8,2.563,GHz
0.303905254,745694424,instructions,20000461,19.75,2.84,insn per cycle
0.303905254,259559998,ref-cycles,23998944,23.7,2563.287,M/sec
0.303905254,0,alignment-faults,101263490,100,0,K/sec
0.303905254,0,bpf-output,101263121,100,0,K/sec
