# started on Tue Jul  2 14:48:57 2019

     0.101147717,0,,page-faults,100301592,100.00,,,,
     0.101147717,17963,,L1-dcache-load-misses,15350547,15.31,0.01,of all L1-dcache hits
     0.101147717,223208062,,L1-dcache-loads,19342240,19.29,,,,
     0.101147717,117350462,,L1-dcache-stores,16000005,15.94,,,,
     0.101147717,4612,,L1-icache-load-misses,15998622,15.94,,,,
     0.101147717,4568,,LLC-load-misses,15998683,15.94,88.98,of all LL-cache hits
     0.101147717,5134,,LLC-loads,21075108,21.00,,,,
     0.101147717,939,,LLC-store-misses,9322152,9.27,,,,
     0.101147717,993,,LLC-stores,8000664,7.95,,,,
     0.101147717,23801,,branch-load-misses,11999993,11.93,,,,
     0.101147717,146909797,,branch-loads,15999495,15.90,,,,
     0.101147717,0,,dTLB-load-misses,16000495,15.91,0.00,of all dTLB cache hits
     0.101147717,224568849,,dTLB-loads,8000448,7.95,,,,
     0.101147717,0,,dTLB-store-misses,7999195,7.94,,,,
     0.101147717,117726069,,dTLB-stores,7999766,7.94,,,,
     0.101147717,0,,iTLB-load-misses,7999357,7.94,0.00,of all iTLB cache hits
     0.101147717,0,,iTLB-loads,7999197,7.94,,,,
     0.101147717,555,,node-load-misses,12000009,11.89,,,,
     0.101147717,3987,,node-loads,15999187,15.85,,,,
     0.101147717,25,,node-store-misses,7999357,7.93,,,,
     0.101147717,1072,,node-stores,8002785,7.93,,,,
     0.201387145,0,,page-faults,100658627,100.00,,,,
     0.201387145,12694,,L1-dcache-load-misses,13675461,13.59,0.01,of all L1-dcache hits
     0.201387145,225851029,,L1-dcache-loads,15670228,15.57,,,,
     0.201387145,117902638,,L1-dcache-stores,14000682,13.91,,,,
     0.201387145,4135,,L1-icache-load-misses,11999679,11.92,,,,
     0.201387145,4325,,LLC-load-misses,11999164,11.92,85.57,of all LL-cache hits
     0.201387145,4975,,LLC-loads,17999547,17.89,,,,
     0.201387145,960,,LLC-store-misses,12000207,11.93,,,,
     0.201387145,912,,LLC-stores,11999301,11.93,,,,
     0.201387145,23685,,branch-load-misses,17999973,17.89,,,,
     0.201387145,147216495,,branch-loads,23999111,23.85,,,,
     0.201387145,279,,dTLB-load-misses,22980962,22.84,0.00,of all dTLB cache hits
     0.201387145,224886311,,dTLB-loads,12983582,12.91,,,,
     0.201387145,0,,dTLB-store-misses,7999151,7.95,,,,
     0.201387145,117467020,,dTLB-stores,7999913,7.95,,,,
     0.201387145,0,,iTLB-load-misses,8001232,7.95,0.00,of all iTLB cache hits
     0.201387145,0,,iTLB-loads,7998959,7.95,,,,
     0.201387145,593,,node-load-misses,11999872,11.93,,,,
     0.201387145,4461,,node-loads,15999163,15.91,,,,
     0.201387145,50,,node-store-misses,7999754,7.95,,,,
     0.201387145,639,,node-stores,8000825,7.95,,,,
     0.301610557,0,,page-faults,100510855,100.00,,,,
     0.301610557,12259,,L1-dcache-load-misses,13117164,13.05,0.01,of all L1-dcache hits
     0.301610557,224259501,,L1-dcache-loads,14446636,14.38,,,,
     0.301610557,117205551,,L1-dcache-stores,13333745,13.27,,,,
     0.301610557,3771,,L1-icache-load-misses,10666142,10.61,,,,
     0.301610557,4221,,LLC-load-misses,10666362,10.61,86.92,of all LL-cache hits
     0.301610557,4460,,LLC-loads,15999758,15.92,,,,
     0.301610557,789,,LLC-store-misses,10666325,10.61,,,,
     0.301610557,764,,LLC-stores,10666437,10.61,,,,
     0.301610557,23585,,branch-load-misses,15999953,15.92,,,,
     0.301610557,146435339,,branch-loads,21332757,21.23,,,,
     0.301610557,211,,dTLB-load-misses,21334330,21.23,0.00,of all dTLB cache hits
     0.301610557,223819868,,dTLB-loads,15999736,15.92,,,,
     0.301610557,6,,dTLB-store-misses,10666178,10.62,,,,
     0.301610557,117088924,,dTLB-stores,10667206,10.62,,,,
     0.301610557,6,,iTLB-load-misses,10666622,10.62,0.00,of all iTLB cache hits
     0.301610557,0,,iTLB-loads,10063203,10.02,,,,
     0.301610557,611,,node-load-misses,14065410,14.00,,,,
     0.301610557,3616,,node-loads,18066280,17.98,,,,
     0.301610557,38,,node-store-misses,7999918,7.96,,,,
     0.301610557,727,,node-stores,8000502,7.96,,,,
     0.401847721,0,,page-faults,100442216,100.00,,,,
     0.401847721,12368,,L1-dcache-load-misses,15436300,15.37,0.01,of all L1-dcache hits
     0.401847721,224030794,,L1-dcache-loads,15434740,15.37,,,,
     0.401847721,117051617,,L1-dcache-stores,13601014,13.54,,,,
     0.401847721,4147,,L1-icache-load-misses,9999646,9.96,,,,
     0.401847721,5350,,LLC-load-misses,9999803,9.96,105.90,of all LL-cache hits
     0.401847721,5638,,LLC-loads,14999942,14.94,,,,
     0.401847721,840,,LLC-store-misses,9999531,9.96,,,,
     0.401847721,1028,,LLC-stores,9999588,9.96,,,,
     0.401847721,23658,,branch-load-misses,14999883,14.94,,,,
     0.401847721,146371904,,branch-loads,19999271,19.92,,,,
     0.401847721,0,,dTLB-load-misses,20000800,19.92,0.00,of all dTLB cache hits
     0.401847721,224315818,,dTLB-loads,16000019,15.93,,,,
     0.401847721,0,,dTLB-store-misses,9999467,9.96,,,,
     0.401847721,117278269,,dTLB-stores,10000271,9.96,,,,
     0.401847721,13,,iTLB-load-misses,10000219,9.96,0.00,of all iTLB cache hits
     0.401847721,0,,iTLB-loads,9998790,9.96,,,,
     0.401847721,591,,node-load-misses,14999431,14.94,,,,
     0.401847721,3773,,node-loads,19999013,19.92,,,,
     0.401847721,44,,node-store-misses,9999992,9.96,,,,
     0.401847721,821,,node-stores,10000571,9.96,,,,
     0.502101782,0,,page-faults,100404676,100.00,,,,
     0.502101782,12703,,L1-dcache-load-misses,15070142,15.01,0.01,of all L1-dcache hits
     0.502101782,224385678,,L1-dcache-loads,15868268,15.81,,,,
     0.502101782,117251902,,L1-dcache-stores,15199944,15.14,,,,
     0.502101782,3622,,L1-icache-load-misses,11199594,11.16,,,,
     0.502101782,4060,,LLC-load-misses,11199810,11.16,82.86,of all LL-cache hits
     0.502101782,4291,,LLC-loads,16532348,16.47,,,,
     0.502101782,771,,LLC-store-misses,10132956,10.09,,,,
     0.502101782,777,,LLC-stores,9599532,9.56,,,,
     0.502101782,23652,,branch-load-misses,14399855,14.34,,,,
     0.502101782,146673498,,branch-loads,19199338,19.13,,,,
     0.502101782,6,,dTLB-load-misses,19200590,19.13,0.00,of all dTLB cache hits
     0.502101782,224534825,,dTLB-loads,16000014,15.94,,,,
     0.502101782,0,,dTLB-store-misses,9599628,9.56,,,,
     0.502101782,117087484,,dTLB-stores,9600575,9.56,,,,
     0.502101782,451,,iTLB-load-misses,9599995,9.56,17346.15,of all iTLB cache hits
     0.502101782,13,,iTLB-loads,9598924,9.56,,,,
     0.502101782,602,,node-load-misses,14399148,14.34,,,,
     0.502101782,3071,,node-loads,19198853,19.13,,,,
     0.502101782,75,,node-store-misses,9600052,9.56,,,,
     0.502101782,677,,node-stores,9600407,9.56,,,,
     0.602328136,0,,page-faults,100373708,100.00,,,,
     0.602328136,12545,,L1-dcache-load-misses,14558278,14.50,0.01,of all L1-dcache hits
     0.602328136,224145092,,L1-dcache-loads,15223706,15.17,,,,
     0.602328136,117087242,,L1-dcache-stores,14666365,14.61,,,,
     0.602328136,4122,,L1-icache-load-misses,10666323,10.63,,,,
     0.602328136,4072,,LLC-load-misses,10666450,10.63,82.98,of all LL-cache hits
     0.602328136,4944,,LLC-loads,16000168,15.94,,,,
     0.602328136,864,,LLC-store-misses,10666241,10.63,,,,
     0.602328136,683,,LLC-stores,10666190,10.63,,,,
     0.602328136,23599,,branch-load-misses,15999520,15.94,,,,
     0.602328136,146586924,,branch-loads,21332731,21.26,,,,
     0.602328136,49,,dTLB-load-misses,21149884,21.07,0.00,of all dTLB cache hits
     0.602328136,224300344,,dTLB-loads,17816453,17.75,,,,
     0.602328136,0,,dTLB-store-misses,9332838,9.30,,,,
     0.602328136,117319986,,dTLB-stores,9333936,9.30,,,,
     0.602328136,0,,iTLB-load-misses,9333357,9.30,0.00,of all iTLB cache hits
     0.602328136,0,,iTLB-loads,9332191,9.30,,,,
     0.602328136,451,,node-load-misses,13999020,13.95,,,,
     0.602328136,3333,,node-loads,18665538,18.60,,,,
     0.602328136,63,,node-store-misses,9333337,9.30,,,,
     0.602328136,689,,node-stores,9333829,9.30,,,,
     0.702583234,0,,page-faults,100354918,100.00,,,,
     0.702583234,13491,,L1-dcache-load-misses,14192764,14.14,0.01,of all L1-dcache hits
     0.702583234,224672262,,L1-dcache-loads,14763209,14.71,,,,
     0.702583234,117363654,,L1-dcache-stores,14285416,14.24,,,,
     0.702583234,3558,,L1-icache-load-misses,10285548,10.25,,,,
     0.702583234,4073,,LLC-load-misses,10285448,10.25,83.93,of all LL-cache hits
     0.702583234,4528,,LLC-loads,15428622,15.38,,,,
     0.702583234,714,,LLC-store-misses,10285486,10.25,,,,
     0.702583234,627,,LLC-stores,10285358,10.25,,,,
     0.702583234,23648,,branch-load-misses,15428263,15.38,,,,
     0.702583234,146778733,,branch-loads,20571000,20.50,,,,
     0.702583234,0,,dTLB-load-misses,20570892,20.50,0.00,of all dTLB cache hits
     0.702583234,224609121,,dTLB-loads,18284784,18.22,,,,
     0.702583234,0,,dTLB-store-misses,10285419,10.25,,,,
     0.702583234,117523506,,dTLB-stores,10286150,10.25,,,,
     0.702583234,0,,iTLB-load-misses,10285791,10.25,0.00,of all iTLB cache hits
     0.702583234,0,,iTLB-loads,10165402,10.13,,,,
     0.702583234,560,,node-load-misses,14737486,14.69,,,,
     0.702583234,3400,,node-loads,19309562,19.24,,,,
     0.702583234,38,,node-store-misses,9142810,9.11,,,,
     0.702583234,902,,node-stores,9143222,9.11,,,,
     0.802897636,0,,page-faults,100350975,100.00,,,,
     0.802897636,11807,,L1-dcache-load-misses,15349121,15.30,0.01,of all L1-dcache hits
     0.802897636,224681606,,L1-dcache-loads,15348775,15.30,,,,
     0.802897636,117291591,,L1-dcache-stores,14431351,14.38,,,,
     0.802897636,4001,,L1-icache-load-misses,9999849,9.97,,,,
     0.802897636,3975,,LLC-load-misses,9999889,9.97,82.76,of all LL-cache hits
     0.802897636,4456,,LLC-loads,15000120,14.95,,,,
     0.802897636,702,,LLC-store-misses,9999683,9.97,,,,
     0.802897636,589,,LLC-stores,9999594,9.97,,,,
     0.802897636,23611,,branch-load-misses,14999640,14.95,,,,
     0.802897636,146856648,,branch-loads,19999469,19.93,,,,
     0.802897636,0,,dTLB-load-misses,19999520,19.93,0.00,of all dTLB cache hits
     0.802897636,224755150,,dTLB-loads,17999168,17.94,,,,
     0.802897636,0,,dTLB-store-misses,9999736,9.97,,,,
     0.802897636,117431646,,dTLB-stores,10000425,9.97,,,,
     0.802897636,0,,iTLB-load-misses,10000030,9.97,0.00,of all iTLB cache hits
     0.802897636,0,,iTLB-loads,9999179,9.97,,,,
     0.802897636,674,,node-load-misses,14999194,14.95,,,,
     0.802897636,3136,,node-loads,19999093,19.93,,,,
     0.802897636,44,,node-store-misses,9999993,9.97,,,,
     0.802897636,683,,node-stores,10000397,9.97,,,,
     0.903153479,0,,page-faults,100340281,100.00,,,,
     0.903153479,13151,,L1-dcache-load-misses,15038681,14.99,0.01,of all L1-dcache hits
     0.903153479,224305584,,L1-dcache-loads,15482371,15.43,,,,
     0.903153479,117230940,,L1-dcache-stores,15110784,15.06,,,,
     0.903153479,3765,,L1-icache-load-misses,10666592,10.63,,,,
     0.903153479,3922,,LLC-load-misses,10666486,10.63,83.27,of all LL-cache hits
     0.903153479,3964,,LLC-loads,15969431,15.92,,,,
     0.903153479,718,,LLC-store-misses,10191660,10.16,,,,
     0.903153479,677,,LLC-stores,9777325,9.74,,,,
