Count,Values,Labels,Misc,CPU-usage,Values-2,Units
0.102884756,739565497,instructions,8262778,8.24,2.83,insn per cycle
0.102884756,149816315,branches,12262194,12.23,,
0.102884756,23763,branch-misses,16771190,16.64,0.02,of all branches
0.102884756,23749,branch-load-misses,16767537,16.64,,
0.102884756,432,cache-misses,19611602,19.46,39.669,of all cache refs
0.102884756,1089,cache-references,15998538,15.88,,
0.102884756,260950534,cycles,15996284,15.88,,
0.102884756,10087110,bus-cycles,15996404,15.8,,
0.102884756,262263675,ref-cycles,19996393,19.75,,
0.102884756,8858,L1-dcache-load-misses,19998962,19.76,0,of all L1-dcache hits
0.102884756,233404058,L1-dcache-loads,11999793,11.85,,
0.102884756,122671615,L1-dcache-stores,8000743,7.86,,
0.102884756,1195,L1-icache-load-misses,8000266,7.86,,
0.102884756,13,LLC-load-misses,8000398,7.87,12.75,of all LL-cache hits
0.102884756,0,LLC-store-misses,12000850,11.8,,
0.102884756,0,LLC-stores,8000290,7.87,,
0.102884756,102,LLC-loads,7997692,7.86,,
0.102884756,123422159,dTLB-stores,8000471,7.83,,
0.102884756,0,dTLB-load-misses,8000322,7.83,,
0.102884756,0,dTLB-store-misses,7998878,7.83,,
0.102884756,0,iTLB-loads,11997188,11.74,,
0.102884756,0,iTLB-load-misses,15997443,15.58,0,of all iTLB cache hits
0.102884756,0,node-load-misses,15999454,15.58,,
0.102884756,0,node-loads,15999876,15.58,,
0.102884756,0,node-store-misses,8000129,7.79,,
0.102884756,0,node-stores,7199539,7.01,,
0.203086203,766918854,instructions,9504749,9.36,2.92,insn per cycle
0.203086203,154700039,branches,13504118,13.3,,
0.203086203,23692,branch-misses,17503454,17.24,0.02,of all branches
0.203086203,23660,branch-load-misses,17809800,17.55,,
0.203086203,82,cache-misses,19803824,19.51,13.621,of all cache refs
0.203086203,115,cache-references,15999974,15.76,,
0.203086203,264814204,cycles,15997142,15.76,,
0.203086203,10133974,bus-cycles,15998271,15.76,,
0.203086203,263504161,ref-cycles,19998863,19.71,,
0.203086203,8738,L1-dcache-load-misses,20000233,19.71,0,of all L1-dcache hits
0.203086203,234989820,L1-dcache-loads,11999824,11.83,,
0.203086203,122180454,L1-dcache-stores,7999351,7.88,,
0.203086203,1202,L1-icache-load-misses,7999926,7.88,,
0.203086203,0,LLC-load-misses,8000238,7.88,0,of all LL-cache hits
0.203086203,0,LLC-store-misses,12000284,11.83,,
0.203086203,0,LLC-stores,7999963,7.88,,
0.203086203,51,LLC-loads,7998981,7.88,,
0.203086203,121500471,dTLB-stores,8000327,7.89,,
0.203086203,0,dTLB-load-misses,7999940,7.89,,
0.203086203,0,dTLB-store-misses,7999413,7.89,,
0.203086203,0,iTLB-loads,11998402,11.83,,
0.203086203,0,iTLB-load-misses,15998657,15.77,0,of all iTLB cache hits
0.203086203,0,node-load-misses,15999796,15.77,,
0.203086203,0,node-loads,15999672,15.77,,
0.203086203,0,node-store-misses,7700363,7.59,,
0.203086203,24,node-stores,5702610,5.62,,
0.303260257,747178338,instructions,9212705,9.12,2.85,insn per cycle
0.303260257,150865213,branches,13210458,13.07,,
0.303260257,23172,branch-misses,17209598,17.03,0.02,of all branches
0.303260257,23117,branch-load-misses,18539265,18.35,,
0.303260257,65,cache-misses,19869649,19.66,14.265,of all cache refs
0.303260257,163,cache-references,15999825,15.83,,
0.303260257,259469730,cycles,15998486,15.83,,
0.303260257,9979645,bus-cycles,15998886,15.83,,
0.303260257,259491269,ref-cycles,19999220,19.79,,
0.303260257,8691,L1-dcache-load-misses,19999450,19.79,0,of all L1-dcache hits
0.303260257,231076560,L1-dcache-loads,14666760,14.52,,
0.303260257,120585370,L1-dcache-stores,8000549,7.92,,
0.303260257,1227,L1-icache-load-misses,7999505,7.92,,
0.303260257,0,LLC-load-misses,7999713,7.92,0,of all LL-cache hits
0.303260257,0,LLC-store-misses,11999238,11.88,,
0.303260257,0,LLC-stores,7999367,7.92,,
0.303260257,13,LLC-loads,7999188,7.92,,
0.303260257,120686985,dTLB-stores,8000291,7.92,,
0.303260257,0,dTLB-load-misses,8000077,7.92,,
0.303260257,0,dTLB-store-misses,7999593,7.92,,
0.303260257,0,iTLB-loads,11998954,11.88,,
0.303260257,0,iTLB-load-misses,15999010,15.84,0,of all iTLB cache hits
0.303260257,38,node-load-misses,15999983,15.84,,
0.303260257,0,node-loads,15857602,15.7,,
0.303260257,0,node-store-misses,6525974,6.46,,
0.303260257,153,node-stores,5334196,5.28,,
0.403445227,749421152,instructions,9909821,9.83,2.87,insn per cycle
0.403445227,151083062,branches,13907659,13.79,,
0.403445227,23145,branch-misses,17907739,17.76,0.02,of all branches
0.403445227,23127,branch-load-misses,18904465,18.75,,
0.403445227,110,cache-misses,19902599,19.74,25.611,of all cache refs
0.403445227,351,cache-references,16000291,15.87,,
0.403445227,259505153,cycles,15998168,15.87,,
0.403445227,9981035,bus-cycles,15999244,15.87,,
0.403445227,259526799,ref-cycles,19999256,19.83,,
0.403445227,8575,L1-dcache-load-misses,19999816,19.84,0,of all L1-dcache hits
0.403445227,231170705,L1-dcache-loads,15999564,15.87,,
0.403445227,120700577,L1-dcache-stores,7999691,7.93,,
0.403445227,1277,L1-icache-load-misses,7999673,7.93,,
0.403445227,13,LLC-load-misses,7999781,7.93,14.21,of all LL-cache hits
0.403445227,50,LLC-store-misses,12000054,11.9,,
0.403445227,75,LLC-stores,7999891,7.93,,
0.403445227,200,LLC-loads,7999373,7.93,,
0.403445227,120763624,dTLB-stores,8000201,7.94,,
0.403445227,0,dTLB-load-misses,7999486,7.93,,
0.403445227,0,dTLB-store-misses,7999262,7.93,,
0.403445227,0,iTLB-loads,11998776,11.9,,
0.403445227,0,iTLB-load-misses,15998879,15.87,0,of all iTLB cache hits
0.403445227,0,node-load-misses,15939402,15.81,,
0.403445227,0,node-loads,14939873,14.82,,
0.403445227,0,node-store-misses,6000493,5.95,,
0.403445227,0,node-stores,6000473,5.95,,
0.503621812,748839890,instructions,10327832,10.26,2.87,insn per cycle
0.503621812,151053496,branches,14326150,14.23,,
0.503621812,23100,branch-misses,18326147,18.2,0.02,of all branches
0.503621812,23101,branch-load-misses,19123471,18.99,,
0.503621812,0,cache-misses,19922101,19.78,0,of all cache refs
0.503621812,81,cache-references,16000137,15.89,,
0.503621812,259478932,cycles,15998505,15.89,,
0.503621812,9980108,bus-cycles,15999423,15.89,,
0.503621812,259502983,ref-cycles,19999362,19.86,,
0.503621812,8540,L1-dcache-load-misses,19999726,19.86,0,of all L1-dcache hits
0.503621812,230943031,L1-dcache-loads,16799677,16.68,,
0.503621812,120789322,L1-dcache-stores,8000290,7.95,,
0.503621812,1252,L1-icache-load-misses,7999656,7.94,,
0.503621812,13,LLC-load-misses,7999340,7.94,14.74,of all LL-cache hits
0.503621812,0,LLC-store-misses,11999465,11.92,,
0.503621812,0,LLC-stores,7999813,7.94,,
0.503621812,75,LLC-loads,7999586,7.94,,
0.503621812,120876666,dTLB-stores,8000144,7.95,,
0.503621812,13,dTLB-load-misses,7999474,7.94,,
0.503621812,0,dTLB-store-misses,7999444,7.94,,
0.503621812,0,iTLB-loads,11999007,11.92,,
0.503621812,0,iTLB-load-misses,15985643,15.88,0,of all iTLB cache hits
0.503621812,0,node-load-misses,15186856,15.08,,
0.503621812,0,node-loads,14387092,14.29,,
0.503621812,0,node-store-misses,6400366,6.36,,
0.503621812,0,node-stores,6400373,6.36,,
0.603815546,750020705,instructions,10606219,10.54,2.88,insn per cycle
0.603815546,151080698,branches,14605117,14.51,,
0.603815546,23051,branch-misses,18604853,18.49,0.02,of all branches
0.603815546,23075,branch-load-misses,19269522,19.15,,
0.603815546,0,cache-misses,19935034,19.81,0,of all cache refs
0.603815546,144,cache-references,15999837,15.9,,
0.603815546,259528473,cycles,15998680,15.9,,
0.603815546,9982018,bus-cycles,15999824,15.9,,
0.603815546,259552847,ref-cycles,19999503,19.88,,
0.603815546,8787,L1-dcache-load-misses,19999694,19.88,0,of all L1-dcache hits
0.603815546,230974095,L1-dcache-loads,17332975,17.23,,
0.603815546,120869855,L1-dcache-stores,8000276,7.95,,
0.603815546,1240,L1-icache-load-misses,7999685,7.95,,
0.603815546,75,LLC-load-misses,7999499,7.95,66.27,of all LL-cache hits
0.603815546,42,LLC-store-misses,11999545,11.93,,
0.603815546,13,LLC-stores,7999718,7.95,,
0.603815546,238,LLC-loads,7999578,7.95,,
0.603815546,120696181,dTLB-stores,8000154,7.95,,
0.603815546,0,dTLB-load-misses,7999859,7.95,,
0.603815546,0,dTLB-store-misses,7999512,7.95,,
0.603815546,0,iTLB-loads,11999176,11.93,,
0.603815546,0,iTLB-load-misses,15353708,15.26,0,of all iTLB cache hits
0.603815546,49,node-load-misses,14688323,14.6,,
0.603815546,0,node-loads,14021761,13.94,,
0.603815546,0,node-store-misses,6666307,6.63,,
0.603815546,0,node-stores,6666736,6.63,,
0.704000486,748799308,instructions,10805284,10.75,2.87,insn per cycle
0.704000486,151057454,branches,14804290,14.72,,
0.704000486,23068,branch-misses,18804054,18.7,0.02,of all branches
0.704000486,23052,branch-load-misses,19373888,19.27,,
0.704000486,0,cache-misses,19944268,19.83,0,of all cache refs
0.704000486,69,cache-references,15999833,15.91,,
0.704000486,259505144,cycles,15998902,15.91,,
0.704000486,9981054,bus-cycles,15999999,15.91,,
0.704000486,259528113,ref-cycles,19999485,19.89,,
0.704000486,8606,L1-dcache-load-misses,19999751,19.89,0,of all L1-dcache hits
0.704000486,230824037,L1-dcache-loads,17713944,17.62,,
0.704000486,120711996,L1-dcache-stores,8000367,7.96,,
0.704000486,1202,L1-icache-load-misses,7999809,7.96,,
0.704000486,0,LLC-load-misses,7999375,7.96,0,of all LL-cache hits
0.704000486,0,LLC-store-misses,11999404,11.93,,
0.704000486,0,LLC-stores,7999790,7.96,,
0.704000486,25,LLC-loads,7999625,7.96,,
0.704000486,120722098,dTLB-stores,8000295,7.96,,
0.704000486,25,dTLB-load-misses,7999917,7.96,,
0.704000486,0,dTLB-store-misses,7999589,7.96,,
0.704000486,12,iTLB-loads,11471886,11.41,,
0.704000486,0,iTLB-load-misses,14901100,14.82,0,of all iTLB cache hits
0.704000486,0,node-load-misses,14330674,14.25,,
0.704000486,0,node-loads,13759197,13.69,,
0.704000486,0,node-store-misses,6856802,6.82,,
0.704000486,0,node-stores,6857132,6.82,,
0.804176362,748608916,instructions,10954606,10.9,2.88,insn per cycle
0.804176362,150896194,branches,14953766,14.88,,
0.804176362,23111,branch-misses,18953523,18.86,0.02,of all branches
0.804176362,23250,branch-load-misses,19451720,19.35,,
0.804176362,386,cache-misses,19951384,19.85,77.881,of all cache refs
0.804176362,1953,cache-references,15999806,15.92,,
0.804176362,259481451,cycles,15999274,15.92,,
0.804176362,9980127,bus-cycles,16000310,15.92,,
0.804176362,259503777,ref-cycles,19999513,19.9,,
0.804176362,8707,L1-dcache-load-misses,19999345,19.9,0,of all L1-dcache hits
0.804176362,231408993,L1-dcache-loads,17999696,17.91,,
0.804176362,120990559,L1-dcache-stores,8000288,7.96,,
0.804176362,1165,L1-icache-load-misses,7999791,7.96,,
0.804176362,0,LLC-load-misses,7999471,7.96,0,of all LL-cache hits
0.804176362,0,LLC-store-misses,11999453,11.94,,
0.804176362,0,LLC-stores,7999767,7.96,,
0.804176362,38,LLC-loads,7999705,7.96,,
0.804176362,120746793,dTLB-stores,8000253,7.96,,
0.804176362,0,dTLB-load-misses,7999972,7.96,,
0.804176362,0,dTLB-store-misses,7560195,7.52,,
0.804176362,12,iTLB-loads,11059995,11.01,,
0.804176362,0,iTLB-load-misses,14560575,14.49,0,of all iTLB cache hits
0.804176362,82,node-load-misses,14061661,13.99,,
0.804176362,0,node-loads,13999838,13.93,,
0.804176362,13,node-store-misses,6999764,6.97,,
0.804176362,88,node-stores,7000235,6.97,,
0.904360524,749078671,instructions,11070748,11.02,2.88,insn per cycle
0.904360524,151042664,branches,15069994,15,,
0.904360524,23052,branch-misses,19069810,18.98,0.02,of all branches
0.904360524,23070,branch-load-misses,19512341,19.42,,
0.904360524,0,cache-misses,19956723,19.86,0,of all cache refs
0.904360524,63,cache-references,15999854,15.92,,
0.904360524,259506000,cycles,15999299,15.92,,
0.904360524,9981113,bus-cycles,16000254,15.93,,
0.904360524,259529414,ref-cycles,19999577,19.91,,
0.904360524,8816,L1-dcache-load-misses,19999386,19.91,0,of all L1-dcache hits
0.904360524,231160984,L1-dcache-loads,18221887,18.14,,
0.904360524,120929909,L1-dcache-stores,8000286,7.96,,
0.904360524,1215,L1-icache-load-misses,7999799,7.96,,
0.904360524,13,LLC-load-misses,7999488,7.96,11.36,of all LL-cache hits
0.904360524,0,LLC-store-misses,11999508,11.94,,
0.904360524,113,LLC-stores,7999803,7.96,,
0.904360524,288,LLC-loads,7999708,7.96,,
0.904360524,120839314,dTLB-stores,8000243,7.96,,
0.904360524,0,dTLB-load-misses,7629717,7.59,,
0.904360524,0,dTLB-store-misses,7185206,7.15,,
0.904360524,0,iTLB-loads,10740545,10.69,,
0.904360524,0,iTLB-load-misses,14296592,14.23,0,of all iTLB cache hits
0.904360524,0,node-load-misses,14222575,14.16,,
0.904360524,0,node-loads,14222008,14.16,,
0.904360524,13,node-store-misses,7111133,7.08,,
0.904360524,50,node-stores,7111355,7.08,,
1.004535807,749466192,instructions,11163650,11.11,2.88,insn per cycle
1.004535807,151017874,branches,15162945,15.1,,
1.004535807,23056,branch-misses,19162775,19.08,0.02,of all branches
1.004535807,23064,branch-load-misses,19561275,19.47,,
1.004535807,0,cache-misses,19961030,19.87,0,of all cache refs
1.004535807,75,cache-references,15999858,15.93,,
1.004535807,259486057,cycles,15999389,15.93,,
1.004535807,9980362,bus-cycles,16000290,15.93,,
1.004535807,259510123,ref-cycles,19999573,19.91,,
1.004535807,8725,L1-dcache-load-misses,19999456,19.91,0,of all L1-dcache hits
1.004535807,231062601,L1-dcache-loads,18399671,18.32,,
1.004535807,120883971,L1-dcache-stores,8000219,7.97,,
1.004535807,1190,L1-icache-load-misses,7999837,7.96,,
1.004535807,0,LLC-load-misses,7999532,7.96,0,of all LL-cache hits
1.004535807,0,LLC-store-misses,11999545,11.95,,
1.004535807,0,LLC-stores,7999844,7.97,,
1.004535807,50,LLC-loads,7999737,7.97,,
1.004535807,120825523,dTLB-stores,7684618,7.65,,
1.004535807,0,dTLB-load-misses,7284590,7.25,,
1.004535807,0,dTLB-store-misses,7199711,7.17,,
1.004535807,0,iTLB-loads,10799434,10.75,,
1.004535807,0,iTLB-load-misses,14399614,14.34,0,of all iTLB cache hits
1.004535807,56,node-load-misses,14400280,14.34,,
1.004535807,0,node-loads,14399802,14.34,,
1.004535807,0,node-store-misses,7200011,7.17,,
1.004535807,0,node-stores,7200174,7.17,,
1.10470869,747681135,instructions,11239500,11.19,2.87,insn per cycle
1.10470869,150780366,branches,15238920,15.18,,
1.10470869,24084,branch-misses,19238693,19.16,0.02,of all branches
1.10470869,23082,branch-load-misses,19600983,19.52,,
1.10470869,60,cache-misses,19964587,19.88,15.292,of all cache refs
1.10470869,213,cache-references,15999789,15.93,,
1.10470869,259475326,cycles,15999430,15.93,,
1.10470869,9979950,bus-cycles,16000175,15.93,,
1.10470869,259498971,ref-cycles,19999488,19.92,,
1.10470869,8759,L1-dcache-load-misses,19999673,19.92,0,of all L1-dcache hits
1.10470869,231354978,L1-dcache-loads,18545169,18.47,,
1.10470869,120817277,L1-dcache-stores,7999962,7.97,,
1.10470869,1190,L1-icache-load-misses,7999819,7.97,,
1.10470869,0,LLC-load-misses,7999599,7.97,0,of all LL-cache hits
1.10470869,0,LLC-store-misses,11999574,11.95,,
1.10470869,0,LLC-stores,7999818,7.97,,
1.10470869,160,LLC-loads,7728515,7.7,,
1.10470869,120977825,dTLB-stores,7365478,7.34,,
1.10470869,0,dTLB-load-misses,7272970,7.24,,
1.10470869,0,dTLB-store-misses,7272505,7.24,,
1.10470869,0,iTLB-loads,10908699,10.86,,
1.10470869,0,iTLB-load-misses,14545101,14.49,0,of all iTLB cache hits
1.10470869,0,node-load-misses,14545406,14.49,,
1.10470869,0,node-loads,14545368,14.49,,
1.10470869,0,node-store-misses,7272994,7.24,,
1.10470869,163,node-stores,7272710,7.24,,
1.204888069,749077062,instructions,11302804,11.26,2.88,insn per cycle
